id,category,badge_label,korean_term,english_term,acronym,short_definition,detailed_definition,example,related_terms,source_1_name,source_1_url,source_2_name,source_2_url,verification_note,confidence,audit_status
SEO-011,콘텐츠 전략,SEO,거래형 의도,Transactional Intent,,"구매, 예약, 가입처럼 행동을 완료하려는 검색 목적.","구매, 예약, 가입처럼 행동을 완료하려는 검색 목적. 실무에서는 콘텐츠 전략 맥락에서 검색엔진, 답변 엔진, 생성형 검색 시스템이 콘텐츠를 발견·이해·표시하는 방식과 연결해 관리한다.",노트북 할인 구매 검색.,전환;제품 구조화 데이터;상업 조사,Google Search Central - SEO Starter Guide,https://developers.google.com/search/docs/fundamentals/seo-starter-guide,Google Analytics Help - Google Analytics,https://support.google.com/analytics/answer/10089681,"공식 검색엔진 문서와 구조화 데이터/분석 문서의 정의와 적용 맥락을 대조했고, 카드 표시용으로 한국어 설명을 압축함.",high,verified
SEO-012,콘텐츠 전략,SEO,상업 조사 의도,Commercial Investigation Intent,,구매 전 비교와 평가를 하려는 검색 목적.,"구매 전 비교와 평가를 하려는 검색 목적. 실무에서는 콘텐츠 전략 맥락에서 검색엔진, 답변 엔진, 생성형 검색 시스템이 콘텐츠를 발견·이해·표시하는 방식과 연결해 관리한다.",A 제품 B 제품 비교 후기 검색.,리뷰;제품 스니펫;검색 의도,"Google Search Central - Helpful, Reliable, People-first Content",https://developers.google.com/search/docs/fundamentals/creating-helpful-content,Google Search Central - Structured Data,https://developers.google.com/search/docs/appearance/structured-data/intro-structured-data,"공식 검색엔진 문서와 구조화 데이터/분석 문서의 정의와 적용 맥락을 대조했고, 카드 표시용으로 한국어 설명을 압축함.",high,verified
SEO-013,콘텐츠 전략,SEO,엔티티,Entity,,"사람, 장소, 조직, 제품처럼 식별 가능한 대상.","사람, 장소, 조직, 제품처럼 식별 가능한 대상. 실무에서는 콘텐츠 전략 맥락에서 검색엔진, 답변 엔진, 생성형 검색 시스템이 콘텐츠를 발견·이해·표시하는 방식과 연결해 관리한다.","브랜드, 창업자, 매장을 명확히 연결해 설명.",지식 패널;Schema.org;토픽 권위,Schema.org - Getting Started,https://schema.org/docs/gs.html,Google Search Central - Structured Data,https://developers.google.com/search/docs/appearance/structured-data/intro-structured-data,"공식 검색엔진 문서와 구조화 데이터/분석 문서의 정의와 적용 맥락을 대조했고, 카드 표시용으로 한국어 설명을 압축함.",high,verified
SEO-014,콘텐츠 전략,SEO,시맨틱 SEO,Semantic SEO,,"단어 반복보다 의미, 주제, 관계를 중심으로 콘텐츠를 최적화하는 접근.","단어 반복보다 의미, 주제, 관계를 중심으로 콘텐츠를 최적화하는 접근. 실무에서는 콘텐츠 전략 맥락에서 검색엔진, 답변 엔진, 생성형 검색 시스템이 콘텐츠를 발견·이해·표시하는 방식과 연결해 관리한다.","러닝화 글에서 쿠션, 착지, 부상 예방까지 함께 설명.",엔티티;토픽 클러스터;GEO,Google Search Central - Optimizing for Generative AI Search,https://developers.google.com/search/docs/fundamentals/ai-optimization-guide,Schema.org - Getting Started,https://schema.org/docs/gs.html,"공식 검색엔진 문서와 구조화 데이터/분석 문서의 정의와 적용 맥락을 대조했고, 카드 표시용으로 한국어 설명을 압축함.",high,verified
SEO-015,콘텐츠 전략,SEO,토픽 클러스터,Topic Cluster,,중심 주제와 하위 글을 내부 링크로 묶은 콘텐츠 구조.,"중심 주제와 하위 글을 내부 링크로 묶은 콘텐츠 구조. 실무에서는 콘텐츠 전략 맥락에서 검색엔진, 답변 엔진, 생성형 검색 시스템이 콘텐츠를 발견·이해·표시하는 방식과 연결해 관리한다.","SEO 허브와 크롤링, 색인, 구조화 데이터 글을 연결.",필러 페이지;콘텐츠 허브;내부 링크,Google Search Central - SEO Starter Guide,https://developers.google.com/search/docs/fundamentals/seo-starter-guide,"Google Search Central - Helpful, Reliable, People-first Content",https://developers.google.com/search/docs/fundamentals/creating-helpful-content,"공식 검색엔진 문서와 구조화 데이터/분석 문서의 정의와 적용 맥락을 대조했고, 카드 표시용으로 한국어 설명을 압축함.",high,verified
SEO-016,콘텐츠 전략,SEO,필러 페이지,Pillar Page,,넓은 주제를 포괄하고 세부 글로 연결하는 중심 페이지.,"넓은 주제를 포괄하고 세부 글로 연결하는 중심 페이지. 실무에서는 콘텐츠 전략 맥락에서 검색엔진, 답변 엔진, 생성형 검색 시스템이 콘텐츠를 발견·이해·표시하는 방식과 연결해 관리한다.","AI 마케팅 가이드에서 GEO, AEO, SEO 글로 연결.",토픽 클러스터;콘텐츠 허브;사이트 구조,Google Search Central - SEO Starter Guide,https://developers.google.com/search/docs/fundamentals/seo-starter-guide,"Google Search Central - Helpful, Reliable, People-first Content",https://developers.google.com/search/docs/fundamentals/creating-helpful-content,"공식 검색엔진 문서와 구조화 데이터/분석 문서의 정의와 적용 맥락을 대조했고, 카드 표시용으로 한국어 설명을 압축함.",high,verified
SEO-017,콘텐츠 전략,SEO,콘텐츠 허브,Content Hub,,관련 콘텐츠를 한곳에 모아 탐색성과 주제 권위를 높이는 영역.,"관련 콘텐츠를 한곳에 모아 탐색성과 주제 권위를 높이는 영역. 실무에서는 콘텐츠 전략 맥락에서 검색엔진, 답변 엔진, 생성형 검색 시스템이 콘텐츠를 발견·이해·표시하는 방식과 연결해 관리한다.",검색 마케팅 자료실을 카테고리별로 구성.,토픽 권위;내부 링크;필러 페이지,Google Search Central - SEO Starter Guide,https://developers.google.com/search/docs/fundamentals/seo-starter-guide,"Google Search Central - Helpful, Reliable, People-first Content",https://developers.google.com/search/docs/fundamentals/creating-helpful-content,"공식 검색엔진 문서와 구조화 데이터/분석 문서의 정의와 적용 맥락을 대조했고, 카드 표시용으로 한국어 설명을 압축함.",high,verified
SEO-018,콘텐츠 전략,SEO,토픽 권위,Topical Authority,,특정 주제에 대해 깊고 일관된 전문성을 보여주는 상태.,"특정 주제에 대해 깊고 일관된 전문성을 보여주는 상태. 실무에서는 콘텐츠 전략 맥락에서 검색엔진, 답변 엔진, 생성형 검색 시스템이 콘텐츠를 발견·이해·표시하는 방식과 연결해 관리한다.",법률 사이트가 상속 주제를 체계적으로 다룸.,E-E-A-T;콘텐츠 허브;GEO,"Google Search Central - Helpful, Reliable, People-first Content",https://developers.google.com/search/docs/fundamentals/creating-helpful-content,Google Search Quality Rater Guidelines,https://static.googleusercontent.com/media/guidelines.raterhub.com/en//searchqualityevaluatorguidelines.pdf,"공식 검색엔진 문서와 구조화 데이터/분석 문서의 정의와 적용 맥락을 대조했고, 카드 표시용으로 한국어 설명을 압축함.",high,verified
SEO-019,콘텐츠 전략,SEO,정보 이득,Information Gain,,기존 결과에 없는 독창적 관점이나 세부 정보를 제공하는 가치.,"기존 결과에 없는 독창적 관점이나 세부 정보를 제공하는 가치. 실무에서는 콘텐츠 전략 맥락에서 검색엔진, 답변 엔진, 생성형 검색 시스템이 콘텐츠를 발견·이해·표시하는 방식과 연결해 관리한다.",실제 테스트 데이터와 사진으로 리뷰를 보강.,비상품화 콘텐츠;GEO;사람 우선 콘텐츠,Google Search Central - Optimizing for Generative AI Search,https://developers.google.com/search/docs/fundamentals/ai-optimization-guide,"Google Search Central - Helpful, Reliable, People-first Content",https://developers.google.com/search/docs/fundamentals/creating-helpful-content,"공식 검색엔진 문서와 구조화 데이터/분석 문서의 정의와 적용 맥락을 대조했고, 카드 표시용으로 한국어 설명을 압축함.",high,verified
SEO-020,콘텐츠 전략,SEO,콘텐츠 신선도,Content Freshness,,콘텐츠가 현재 상황과 최신 정보에 맞게 유지되는 정도.,"콘텐츠가 현재 상황과 최신 정보에 맞게 유지되는 정도. 실무에서는 콘텐츠 전략 맥락에서 검색엔진, 답변 엔진, 생성형 검색 시스템이 콘텐츠를 발견·이해·표시하는 방식과 연결해 관리한다.",2026 규정 변경을 반영해 세금 글 업데이트.,업데이트;색인;사용자 만족,Google Search Central - SEO Starter Guide,https://developers.google.com/search/docs/fundamentals/seo-starter-guide,"Google Search Central - Helpful, Reliable, People-first Content",https://developers.google.com/search/docs/fundamentals/creating-helpful-content,"공식 검색엔진 문서와 구조화 데이터/분석 문서의 정의와 적용 맥락을 대조했고, 카드 표시용으로 한국어 설명을 압축함.",high,verified
SEO-021,콘텐츠 전략,SEO,사람 우선 콘텐츠,People-first Content,,검색엔진보다 실제 독자의 만족과 문제 해결을 우선하는 콘텐츠.,"검색엔진보다 실제 독자의 만족과 문제 해결을 우선하는 콘텐츠. 실무에서는 콘텐츠 전략 맥락에서 검색엔진, 답변 엔진, 생성형 검색 시스템이 콘텐츠를 발견·이해·표시하는 방식과 연결해 관리한다.",경험 기반으로 장단점과 한계를 솔직히 설명.,도움되는 콘텐츠;E-E-A-T;스팸 정책,"Google Search Central - Helpful, Reliable, People-first Content",https://developers.google.com/search/docs/fundamentals/creating-helpful-content,Google Search Central - Search Essentials,https://developers.google.com/search/docs/essentials,"공식 검색엔진 문서와 구조화 데이터/분석 문서의 정의와 적용 맥락을 대조했고, 카드 표시용으로 한국어 설명을 압축함.",high,verified
SEO-022,콘텐츠 전략,SEO,도움되는 콘텐츠,Helpful Content,,사용자가 방문 후 만족할 만큼 유용하고 신뢰할 수 있는 콘텐츠.,"사용자가 방문 후 만족할 만큼 유용하고 신뢰할 수 있는 콘텐츠. 실무에서는 콘텐츠 전략 맥락에서 검색엔진, 답변 엔진, 생성형 검색 시스템이 콘텐츠를 발견·이해·표시하는 방식과 연결해 관리한다.",질문에 직접 답하고 근거와 다음 행동을 제시.,사람 우선 콘텐츠;검색 의도;품질,"Google Search Central - Helpful, Reliable, People-first Content",https://developers.google.com/search/docs/fundamentals/creating-helpful-content,Google Search Central - Search Essentials,https://developers.google.com/search/docs/essentials,"공식 검색엔진 문서와 구조화 데이터/분석 문서의 정의와 적용 맥락을 대조했고, 카드 표시용으로 한국어 설명을 압축함.",high,verified
SEO-023,콘텐츠 전략,SEO,비상품화 콘텐츠,Non-commodity Content,,흔한 요약을 넘어 고유 경험과 관점을 담은 콘텐츠.,"흔한 요약을 넘어 고유 경험과 관점을 담은 콘텐츠. 실무에서는 콘텐츠 전략 맥락에서 검색엔진, 답변 엔진, 생성형 검색 시스템이 콘텐츠를 발견·이해·표시하는 방식과 연결해 관리한다.",단순 팁 목록 대신 실제 실패 사례와 데이터를 제공.,정보 이득;GEO;사람 우선 콘텐츠,Google Search Central - Optimizing for Generative AI Search,https://developers.google.com/search/docs/fundamentals/ai-optimization-guide,"Google Search Central - Helpful, Reliable, People-first Content",https://developers.google.com/search/docs/fundamentals/creating-helpful-content,"공식 검색엔진 문서와 구조화 데이터/분석 문서의 정의와 적용 맥락을 대조했고, 카드 표시용으로 한국어 설명을 압축함.",high,verified
SEO-024,품질·신뢰,SEO,경험·전문성·권위·신뢰,"Experience, Expertise, Authoritativeness, Trust",E-E-A-T,"콘텐츠 품질과 신뢰성을 평가할 때 보는 경험, 전문성, 권위, 신뢰 요소.","콘텐츠 품질과 신뢰성을 평가할 때 보는 경험, 전문성, 권위, 신뢰 요소. 실무에서는 품질·신뢰 맥락에서 검색엔진, 답변 엔진, 생성형 검색 시스템이 콘텐츠를 발견·이해·표시하는 방식과 연결해 관리한다.","전문가 저자, 실제 사용 경험, 명확한 출처를 표시.",YMYL;품질 평가;저자성,Google Search Quality Rater Guidelines,https://static.googleusercontent.com/media/guidelines.raterhub.com/en//searchqualityevaluatorguidelines.pdf,"Google Search Central - Helpful, Reliable, People-first Content",https://developers.google.com/search/docs/fundamentals/creating-helpful-content,"공식 검색엔진 문서와 구조화 데이터/분석 문서의 정의와 적용 맥락을 대조했고, 카드 표시용으로 한국어 설명을 압축함.",high,verified
SEO-025,품질·신뢰,SEO,돈 또는 생명 관련 주제,Your Money or Your Life,YMYL,"건강, 금융, 안전처럼 사람의 삶에 큰 영향을 줄 수 있는 주제.","건강, 금융, 안전처럼 사람의 삶에 큰 영향을 줄 수 있는 주제. 실무에서는 품질·신뢰 맥락에서 검색엔진, 답변 엔진, 생성형 검색 시스템이 콘텐츠를 발견·이해·표시하는 방식과 연결해 관리한다.",의료 조언 글에 전문가 검토와 최신 출처를 표시.,E-E-A-T;신뢰;품질 평가,Google Search Quality Rater Guidelines,https://static.googleusercontent.com/media/guidelines.raterhub.com/en//searchqualityevaluatorguidelines.pdf,"Google Search Central - Helpful, Reliable, People-first Content",https://developers.google.com/search/docs/fundamentals/creating-helpful-content,"공식 검색엔진 문서와 구조화 데이터/분석 문서의 정의와 적용 맥락을 대조했고, 카드 표시용으로 한국어 설명을 압축함.",high,verified
SEO-026,품질·신뢰,SEO,저자성,Authorship,,콘텐츠 작성자와 책임 주체를 명확히 보여주는 신뢰 신호.,"콘텐츠 작성자와 책임 주체를 명확히 보여주는 신뢰 신호. 실무에서는 품질·신뢰 맥락에서 검색엔진, 답변 엔진, 생성형 검색 시스템이 콘텐츠를 발견·이해·표시하는 방식과 연결해 관리한다.",전문가 프로필과 검토 일자를 표시.,E-E-A-T;투명성;출처 표시,"Google Search Central - Helpful, Reliable, People-first Content",https://developers.google.com/search/docs/fundamentals/creating-helpful-content,Google Search Quality Rater Guidelines,https://static.googleusercontent.com/media/guidelines.raterhub.com/en//searchqualityevaluatorguidelines.pdf,"공식 검색엔진 문서와 구조화 데이터/분석 문서의 정의와 적용 맥락을 대조했고, 카드 표시용으로 한국어 설명을 압축함.",high,verified
SEO-027,품질·신뢰,SEO,출처 표시,Source Attribution,,주장과 데이터의 근거가 되는 원문이나 기관을 밝히는 것.,"주장과 데이터의 근거가 되는 원문이나 기관을 밝히는 것. 실무에서는 품질·신뢰 맥락에서 검색엔진, 답변 엔진, 생성형 검색 시스템이 콘텐츠를 발견·이해·표시하는 방식과 연결해 관리한다.",통계 수치 옆에 기관 보고서 링크를 제공.,인용;AI 검색;신뢰,"Google Search Central - Helpful, Reliable, People-first Content",https://developers.google.com/search/docs/fundamentals/creating-helpful-content,Google Search Central - Optimizing for Generative AI Search,https://developers.google.com/search/docs/fundamentals/ai-optimization-guide,"공식 검색엔진 문서와 구조화 데이터/분석 문서의 정의와 적용 맥락을 대조했고, 카드 표시용으로 한국어 설명을 압축함.",high,verified
SEO-028,품질·신뢰,SEO,검색 품질 평가자 가이드라인,Search Quality Rater Guidelines,QRG,검색 품질 평가자가 결과 품질을 평가할 때 참고하는 지침.,"검색 품질 평가자가 결과 품질을 평가할 때 참고하는 지침. 실무에서는 품질·신뢰 맥락에서 검색엔진, 답변 엔진, 생성형 검색 시스템이 콘텐츠를 발견·이해·표시하는 방식과 연결해 관리한다.","YMYL, E-E-A-T, 페이지 목적을 품질 판단에 활용.",E-E-A-T;YMYL;품질 평가,Google Search Quality Rater Guidelines,https://static.googleusercontent.com/media/guidelines.raterhub.com/en//searchqualityevaluatorguidelines.pdf,"Google Search Central - Helpful, Reliable, People-first Content",https://developers.google.com/search/docs/fundamentals/creating-helpful-content,"공식 검색엔진 문서와 구조화 데이터/분석 문서의 정의와 적용 맥락을 대조했고, 카드 표시용으로 한국어 설명을 압축함.",high,verified
SEO-029,크롤링·색인,SEO 기술,크롤링,Crawling,,검색엔진이 웹 페이지를 발견하고 가져오는 과정.,"검색엔진이 웹 페이지를 발견하고 가져오는 과정. 실무에서는 크롤링·색인 맥락에서 검색엔진, 답변 엔진, 생성형 검색 시스템이 콘텐츠를 발견·이해·표시하는 방식과 연결해 관리한다.",Googlebot이 새 블로그 글 URL을 방문.,크롤러;색인;사이트맵,Google Search Central - SEO Starter Guide,https://developers.google.com/search/docs/fundamentals/seo-starter-guide,Google Search Central - Google Crawlers,https://developers.google.com/crawling/docs/crawlers-fetchers/overview-google-crawlers,"공식 검색엔진 문서와 구조화 데이터/분석 문서의 정의와 적용 맥락을 대조했고, 카드 표시용으로 한국어 설명을 압축함.",high,verified
SEO-030,크롤링·색인,SEO 기술,크롤러,Crawler,,웹 페이지를 자동으로 탐색하고 가져오는 검색엔진 프로그램.,"웹 페이지를 자동으로 탐색하고 가져오는 검색엔진 프로그램. 실무에서는 크롤링·색인 맥락에서 검색엔진, 답변 엔진, 생성형 검색 시스템이 콘텐츠를 발견·이해·표시하는 방식과 연결해 관리한다.",Googlebot이 링크를 따라 페이지를 수집.,Googlebot;크롤링;robots.txt,Google Search Central - Google Crawlers,https://developers.google.com/crawling/docs/crawlers-fetchers/overview-google-crawlers,Google Search Central - robots.txt,https://developers.google.com/search/docs/crawling-indexing/robots/intro,"공식 검색엔진 문서와 구조화 데이터/분석 문서의 정의와 적용 맥락을 대조했고, 카드 표시용으로 한국어 설명을 압축함.",high,verified
SEO-031,크롤링·색인,SEO 기술,Googlebot,Googlebot,,Google 검색이 웹 콘텐츠를 수집할 때 사용하는 대표 크롤러.,"Google 검색이 웹 콘텐츠를 수집할 때 사용하는 대표 크롤러. 실무에서는 크롤링·색인 맥락에서 검색엔진, 답변 엔진, 생성형 검색 시스템이 콘텐츠를 발견·이해·표시하는 방식과 연결해 관리한다.",서버 로그에서 Googlebot 요청을 확인.,크롤러;Google-Extended;크롤링,Google Search Central - Google Crawlers,https://developers.google.com/crawling/docs/crawlers-fetchers/overview-google-crawlers,Google Search Central - robots.txt,https://developers.google.com/search/docs/crawling-indexing/robots/intro,"공식 검색엔진 문서와 구조화 데이터/분석 문서의 정의와 적용 맥락을 대조했고, 카드 표시용으로 한국어 설명을 압축함.",high,verified
SEO-032,크롤링·색인,SEO 기술,AI 크롤러,AI Crawler,,AI 기능이나 모델 관련 목적의 콘텐츠 접근에 쓰이는 크롤러.,"AI 기능이나 모델 관련 목적의 콘텐츠 접근에 쓰이는 크롤러. 실무에서는 크롤링·색인 맥락에서 검색엔진, 답변 엔진, 생성형 검색 시스템이 콘텐츠를 발견·이해·표시하는 방식과 연결해 관리한다.",AI 기능 표시와 학습 목적 접근을 구분해 제어.,Google-Extended;robots.txt;AI 검색,Google Search Central - Google Crawlers,https://developers.google.com/crawling/docs/crawlers-fetchers/overview-google-crawlers,Google Search Central - Optimizing for Generative AI Search,https://developers.google.com/search/docs/fundamentals/ai-optimization-guide,"공식 검색엔진 문서와 구조화 데이터/분석 문서의 정의와 적용 맥락을 대조했고, 카드 표시용으로 한국어 설명을 압축함.",high,verified
SEO-033,크롤링·색인,SEO 기술,Google-Extended,Google-Extended,,Google의 일부 AI 학습·개선 사용을 제어하기 위한 제품 토큰.,"Google의 일부 AI 학습·개선 사용을 제어하기 위한 제품 토큰. 실무에서는 크롤링·색인 맥락에서 검색엔진, 답변 엔진, 생성형 검색 시스템이 콘텐츠를 발견·이해·표시하는 방식과 연결해 관리한다.",robots.txt에서 Google-Extended 접근 규칙을 설정.,AI 크롤러;robots.txt;콘텐츠 제어,Google Search Central - Google Crawlers,https://developers.google.com/crawling/docs/crawlers-fetchers/overview-google-crawlers,Google Search Central - robots.txt,https://developers.google.com/search/docs/crawling-indexing/robots/intro,"공식 검색엔진 문서와 구조화 데이터/분석 문서의 정의와 적용 맥락을 대조했고, 카드 표시용으로 한국어 설명을 압축함.",high,verified
SEO-034,크롤링·색인,SEO 기술,크롤 예산,Crawl Budget,,검색엔진이 사이트에서 크롤링할 수 있는 대략적 리소스와 우선순위.,"검색엔진이 사이트에서 크롤링할 수 있는 대략적 리소스와 우선순위. 실무에서는 크롤링·색인 맥락에서 검색엔진, 답변 엔진, 생성형 검색 시스템이 콘텐츠를 발견·이해·표시하는 방식과 연결해 관리한다.",대형 쇼핑몰에서 중복 필터 URL 크롤링을 줄임.,크롤 수요;크롤 속도;사이트 구조,Google Search Central - SEO Starter Guide,https://developers.google.com/search/docs/fundamentals/seo-starter-guide,Google Search Central - Google Crawlers,https://developers.google.com/crawling/docs/crawlers-fetchers/overview-google-crawlers,"공식 검색엔진 문서와 구조화 데이터/분석 문서의 정의와 적용 맥락을 대조했고, 카드 표시용으로 한국어 설명을 압축함.",high,verified
