id,category,badge_label,korean_term,english_term,acronym,short_definition,detailed_definition,example,related_terms,source_1_name,source_1_url,source_2_name,source_2_url,verification_note,confidence,audit_status
SEOX-011,검색 기본,기본 용어,트래픽,Traffic,,웹사이트로 들어오는 방문과 사용자의 흐름.,"트래픽(Traffic)은 웹사이트로 들어오는 방문과 사용자의 흐름이다. 자세히 보기에서는 이 용어를 검색 기본 관점에서 이해하면 좋다. 예를 들어 검색 트래픽, 리퍼럴, 직접 방문을 채널별로 비교 같은 상황에서 쓰이며, 실무 판단 시 세션, 유기 트래픽, 검색 트래픽와 함께 확인해야 한다. 검색엔진 공식 문서와 보조 출처를 대조해 중복 용어를 제거하고, 사이트 카드의 빈 상세 설명을 채우기 위한 보강 항목으로 정리했다.","검색 트래픽, 리퍼럴, 직접 방문을 채널별로 비교.",세션;유기 트래픽;검색 트래픽,Google Analytics Help,https://support.google.com/analytics/answer/10089681,Google Search Console Help,https://support.google.com/webmasters/answer/9128668,사이트 기존 SEO 용어 66개 중 빈 자세히 보기/본문 보강용. 기존 150개와 정규화 중복 검사를 거쳐 패치 항목으로 분리함.,high,verified
SEOX-012,콘텐츠 전략,키워드,콘텐츠 갭,Content Gap,,사용자 수요는 있지만 현재 사이트가 충분히 다루지 못한 주제나 키워드.,"콘텐츠 갭(Content Gap)은 사용자 수요는 있지만 현재 사이트가 충분히 다루지 못한 주제나 키워드이다. 자세히 보기에서는 이 용어를 콘텐츠 전략 관점에서 이해하면 좋다. 예를 들어 경쟁사는 설명하지만 우리 사이트에는 없는 치료 후 관리 주제 발견 같은 상황에서 쓰이며, 실무 판단 시 키워드 리서치, 토픽 클러스터, 경쟁사 분석와 함께 확인해야 한다. 검색엔진 공식 문서와 보조 출처를 대조해 중복 용어를 제거하고, 사이트 카드의 빈 상세 설명을 채우기 위한 보강 항목으로 정리했다.",경쟁사는 설명하지만 우리 사이트에는 없는 치료 후 관리 주제 발견.,키워드 리서치;토픽 클러스터;경쟁사 분석,Google Search Central - Helpful Content,https://developers.google.com/search/docs/fundamentals/creating-helpful-content,Google Search Central - SEO Starter Guide,https://developers.google.com/search/docs/fundamentals/seo-starter-guide,사이트 기존 SEO 용어 66개 중 빈 자세히 보기/본문 보강용. 기존 150개와 정규화 중복 검사를 거쳐 패치 항목으로 분리함.,high,verified
SEOX-013,콘텐츠 전략,키워드,키워드 클러스터링,Keyword Clustering,,비슷한 의도와 주제를 가진 키워드를 묶어 콘텐츠 구조를 설계하는 작업.,"키워드 클러스터링(Keyword Clustering)은 비슷한 의도와 주제를 가진 키워드를 묶어 콘텐츠 구조를 설계하는 작업이다. 자세히 보기에서는 이 용어를 콘텐츠 전략 관점에서 이해하면 좋다. 예를 들어 비용, 회복기간, 부작용 키워드를 각각 다른 섹션으로 구성 같은 상황에서 쓰이며, 실무 판단 시 검색 의도, 토픽 클러스터, 시맨틱 SEO와 함께 확인해야 한다. 검색엔진 공식 문서와 보조 출처를 대조해 중복 용어를 제거하고, 사이트 카드의 빈 상세 설명을 채우기 위한 보강 항목으로 정리했다.","비용, 회복기간, 부작용 키워드를 각각 다른 섹션으로 구성.",검색 의도;토픽 클러스터;시맨틱 SEO,Google Search Central - Helpful Content,https://developers.google.com/search/docs/fundamentals/creating-helpful-content,Moz SEO Learning Center,https://moz.com/learn/seo,사이트 기존 SEO 용어 66개 중 빈 자세히 보기/본문 보강용. 기존 150개와 정규화 중복 검사를 거쳐 패치 항목으로 분리함.,medium,verified
SEOX-014,콘텐츠 전략,키워드,시드 키워드,Seed Keywords,,제품·서비스를 설명하는 가장 기본이 되는 출발 키워드.,"시드 키워드(Seed Keywords)은 제품·서비스를 설명하는 가장 기본이 되는 출발 키워드이다. 자세히 보기에서는 이 용어를 콘텐츠 전략 관점에서 이해하면 좋다. 예를 들어 치과, 임플란트, 피부과처럼 확장 조사의 시작 단어를 정함 같은 상황에서 쓰이며, 실무 판단 시 키워드 리서치, 검색량, 롱테일 키워드와 함께 확인해야 한다. 검색엔진 공식 문서와 보조 출처를 대조해 중복 용어를 제거하고, 사이트 카드의 빈 상세 설명을 채우기 위한 보강 항목으로 정리했다.","치과, 임플란트, 피부과처럼 확장 조사의 시작 단어를 정함.",키워드 리서치;검색량;롱테일 키워드,Google Search Console Help,https://support.google.com/webmasters/answer/9128668,Moz SEO Learning Center,https://moz.com/learn/seo,사이트 기존 SEO 용어 66개 중 빈 자세히 보기/본문 보강용. 기존 150개와 정규화 중복 검사를 거쳐 패치 항목으로 분리함.,medium,verified
SEOX-015,콘텐츠 전략,키워드,LSI 키워드,LSI Keywords,,특정 주제와 밀접하게 관련되어 함께 쓰이는 단어를 가리키는 실무 표현.,"LSI 키워드(LSI Keywords)은 특정 주제와 밀접하게 관련되어 함께 쓰이는 단어를 가리키는 실무 표현이다. 자세히 보기에서는 이 용어를 콘텐츠 전략 관점에서 이해하면 좋다. 예를 들어 임플란트 글에서 뼈이식, 회복기간, 통증 같은 관련어를 다룸 같은 상황에서 쓰이며, 실무 판단 시 시맨틱 SEO, 엔티티, 키워드 클러스터링와 함께 확인해야 한다. 검색엔진 공식 문서와 보조 출처를 대조해 중복 용어를 제거하고, 사이트 카드의 빈 상세 설명을 채우기 위한 보강 항목으로 정리했다.","임플란트 글에서 뼈이식, 회복기간, 통증 같은 관련어를 다룸.",시맨틱 SEO;엔티티;키워드 클러스터링,Google Search Central - Helpful Content,https://developers.google.com/search/docs/fundamentals/creating-helpful-content,Moz SEO Learning Center,https://moz.com/learn/seo,사이트 기존 SEO 용어 66개 중 빈 자세히 보기/본문 보강용. 기존 150개와 정규화 중복 검사를 거쳐 패치 항목으로 분리함.,medium,verified
SEOX-016,콘텐츠 전략,SEO 전략,온페이지 SEO,On-page SEO,,소유한 웹페이지 안에서 콘텐츠와 HTML 요소를 최적화하는 작업.,"온페이지 SEO(On-page SEO)은 소유한 웹페이지 안에서 콘텐츠와 HTML 요소를 최적화하는 작업이다. 자세히 보기에서는 이 용어를 콘텐츠 전략 관점에서 이해하면 좋다. 예를 들어 제목, 헤딩, 본문, 내부 링크, 이미지 대체 텍스트를 개선 같은 상황에서 쓰이며, 실무 판단 시 타이틀 태그, 헤딩 태그, 내부 링크와 함께 확인해야 한다. 검색엔진 공식 문서와 보조 출처를 대조해 중복 용어를 제거하고, 사이트 카드의 빈 상세 설명을 채우기 위한 보강 항목으로 정리했다.","제목, 헤딩, 본문, 내부 링크, 이미지 대체 텍스트를 개선.",타이틀 태그;헤딩 태그;내부 링크,Google Search Central - SEO Starter Guide,https://developers.google.com/search/docs/fundamentals/seo-starter-guide,Google Search Central - Helpful Content,https://developers.google.com/search/docs/fundamentals/creating-helpful-content,사이트 기존 SEO 용어 66개 중 빈 자세히 보기/본문 보강용. 기존 150개와 정규화 중복 검사를 거쳐 패치 항목으로 분리함.,high,verified
SEOX-017,콘텐츠 전략,SEO 전략,오프페이지 SEO,Off-page SEO,,"웹사이트 밖에서 평판, 링크, 언급을 통해 신뢰를 높이는 최적화.","오프페이지 SEO(Off-page SEO)은 웹사이트 밖에서 평판, 링크, 언급을 통해 신뢰를 높이는 최적화이다. 자세히 보기에서는 이 용어를 콘텐츠 전략 관점에서 이해하면 좋다. 예를 들어 언론 보도와 외부 인용으로 신뢰 신호를 확보 같은 상황에서 쓰이며, 실무 판단 시 백링크, 브랜드 멘션, 링크 빌딩와 함께 확인해야 한다. 검색엔진 공식 문서와 보조 출처를 대조해 중복 용어를 제거하고, 사이트 카드의 빈 상세 설명을 채우기 위한 보강 항목으로 정리했다.",언론 보도와 외부 인용으로 신뢰 신호를 확보.,백링크;브랜드 멘션;링크 빌딩,Google Search Central - SEO Starter Guide,https://developers.google.com/search/docs/fundamentals/seo-starter-guide,Google Search Central - Spam Policies,https://developers.google.com/search/docs/essentials/spam-policies,사이트 기존 SEO 용어 66개 중 빈 자세히 보기/본문 보강용. 기존 150개와 정규화 중복 검사를 거쳐 패치 항목으로 분리함.,high,verified
SEOX-018,콘텐츠 전략,SEO 전략,콘텐츠 프루닝,Pruning,,부실하거나 중복된 콘텐츠를 정리해 사이트 전체 품질을 높이는 작업.,"콘텐츠 프루닝(Pruning)은 부실하거나 중복된 콘텐츠를 정리해 사이트 전체 품질을 높이는 작업이다. 자세히 보기에서는 이 용어를 콘텐츠 전략 관점에서 이해하면 좋다. 예를 들어 오래된 저품질 글을 통합, 삭제, 리디렉션 처리 같은 상황에서 쓰이며, 실무 판단 시 도움되는 콘텐츠, 중복 콘텐츠, SEO 감사와 함께 확인해야 한다. 검색엔진 공식 문서와 보조 출처를 대조해 중복 용어를 제거하고, 사이트 카드의 빈 상세 설명을 채우기 위한 보강 항목으로 정리했다.","오래된 저품질 글을 통합, 삭제, 리디렉션 처리.",도움되는 콘텐츠;중복 콘텐츠;SEO 감사,Google Search Central - Helpful Content,https://developers.google.com/search/docs/fundamentals/creating-helpful-content,Google Search Console Help,https://support.google.com/webmasters/answer/9128668,사이트 기존 SEO 용어 66개 중 빈 자세히 보기/본문 보강용. 기존 150개와 정규화 중복 검사를 거쳐 패치 항목으로 분리함.,high,verified
SEOX-019,콘텐츠 전략,SEO 전략,경쟁사 분석,Competitor Analysis,,"검색 결과에서 경쟁 사이트의 콘텐츠, 링크, 구조, SERP 점유를 비교하는 분석.","경쟁사 분석(Competitor Analysis)은 검색 결과에서 경쟁 사이트의 콘텐츠, 링크, 구조, SERP 점유를 비교하는 분석이다. 자세히 보기에서는 이 용어를 콘텐츠 전략 관점에서 이해하면 좋다. 예를 들어 상위 병원 페이지의 제목, 주제, 구조화 데이터, 리뷰를 비교 같은 상황에서 쓰이며, 실무 판단 시 콘텐츠 갭, 키워드 난이도, SERP와 함께 확인해야 한다. 검색엔진 공식 문서와 보조 출처를 대조해 중복 용어를 제거하고, 사이트 카드의 빈 상세 설명을 채우기 위한 보강 항목으로 정리했다.","상위 병원 페이지의 제목, 주제, 구조화 데이터, 리뷰를 비교.",콘텐츠 갭;키워드 난이도;SERP,Google Search Console Help,https://support.google.com/webmasters/answer/9128668,Google Search Central - Helpful Content,https://developers.google.com/search/docs/fundamentals/creating-helpful-content,사이트 기존 SEO 용어 66개 중 빈 자세히 보기/본문 보강용. 기존 150개와 정규화 중복 검사를 거쳐 패치 항목으로 분리함.,high,verified
SEOX-020,콘텐츠 전략,SEO 전략,SEO 감사,SEO Audit,,"사이트의 기술, 콘텐츠, 링크, 성과 문제를 체계적으로 점검하는 작업.","SEO 감사(SEO Audit)은 사이트의 기술, 콘텐츠, 링크, 성과 문제를 체계적으로 점검하는 작업이다. 자세히 보기에서는 이 용어를 콘텐츠 전략 관점에서 이해하면 좋다. 예를 들어 색인 제외, 중복 제목, 느린 페이지, 약한 내부 링크를 점검 같은 상황에서 쓰이며, 실무 판단 시 사이트 감사, 크롤 가능성, Core Web Vitals와 함께 확인해야 한다. 검색엔진 공식 문서와 보조 출처를 대조해 중복 용어를 제거하고, 사이트 카드의 빈 상세 설명을 채우기 위한 보강 항목으로 정리했다.","색인 제외, 중복 제목, 느린 페이지, 약한 내부 링크를 점검.",사이트 감사;크롤 가능성;Core Web Vitals,Google Search Console Help,https://support.google.com/webmasters/answer/9128668,Google Search Central - SEO Starter Guide,https://developers.google.com/search/docs/fundamentals/seo-starter-guide,사이트 기존 SEO 용어 66개 중 빈 자세히 보기/본문 보강용. 기존 150개와 정규화 중복 검사를 거쳐 패치 항목으로 분리함.,high,verified
SEOX-021,콘텐츠 전략,SEO 전략,사이트 감사,Site Audit,,"웹사이트 전반의 구조, 성능, 색인, 콘텐츠 품질을 진단하는 점검.","사이트 감사(Site Audit)은 웹사이트 전반의 구조, 성능, 색인, 콘텐츠 품질을 진단하는 점검이다. 자세히 보기에서는 이 용어를 콘텐츠 전략 관점에서 이해하면 좋다. 예를 들어 깨진 링크, 404, 중복 콘텐츠, noindex 오설정을 정리 같은 상황에서 쓰이며, 실무 판단 시 SEO 감사, 404 오류, 메타 태그와 함께 확인해야 한다. 검색엔진 공식 문서와 보조 출처를 대조해 중복 용어를 제거하고, 사이트 카드의 빈 상세 설명을 채우기 위한 보강 항목으로 정리했다.","깨진 링크, 404, 중복 콘텐츠, noindex 오설정을 정리.",SEO 감사;404 오류;메타 태그,Google Search Console Help,https://support.google.com/webmasters/answer/9128668,Google Search Central - SEO Starter Guide,https://developers.google.com/search/docs/fundamentals/seo-starter-guide,사이트 기존 SEO 용어 66개 중 빈 자세히 보기/본문 보강용. 기존 150개와 정규화 중복 검사를 거쳐 패치 항목으로 분리함.,high,verified
SEOX-022,검색 노출,기본 용어,타이틀 태그,Title Tag,,검색 결과 제목 후보로 쓰이는 HTML 제목 요소.,"타이틀 태그(Title Tag)은 검색 결과 제목 후보로 쓰이는 HTML 제목 요소이다. 자세히 보기에서는 이 용어를 검색 노출 관점에서 이해하면 좋다. 예를 들어 진료명과 지역, 핵심 가치를 자연스럽게 제목에 포함 같은 상황에서 쓰이며, 실무 판단 시 타이틀 링크, 메타 설명, CTR와 함께 확인해야 한다. 검색엔진 공식 문서와 보조 출처를 대조해 중복 용어를 제거하고, 사이트 카드의 빈 상세 설명을 채우기 위한 보강 항목으로 정리했다.","진료명과 지역, 핵심 가치를 자연스럽게 제목에 포함.",타이틀 링크;메타 설명;CTR,Google Search Central - Snippets,https://developers.google.com/search/docs/appearance/snippet,Google Search Central - SEO Starter Guide,https://developers.google.com/search/docs/fundamentals/seo-starter-guide,사이트 기존 SEO 용어 66개 중 빈 자세히 보기/본문 보강용. 기존 150개와 정규화 중복 검사를 거쳐 패치 항목으로 분리함.,high,verified
SEOX-023,검색 노출,기본 용어,메타 태그,Meta Tag,,페이지 정보를 검색엔진과 브라우저에 전달하는 HTML head 영역의 태그.,"메타 태그(Meta Tag)은 페이지 정보를 검색엔진과 브라우저에 전달하는 HTML head 영역의 태그이다. 자세히 보기에서는 이 용어를 검색 노출 관점에서 이해하면 좋다. 예를 들어 description, robots, viewport 같은 태그를 목적에 맞게 관리 같은 상황에서 쓰이며, 실무 판단 시 메타 설명, robots 메타 태그, 스니펫와 함께 확인해야 한다. 검색엔진 공식 문서와 보조 출처를 대조해 중복 용어를 제거하고, 사이트 카드의 빈 상세 설명을 채우기 위한 보강 항목으로 정리했다.","description, robots, viewport 같은 태그를 목적에 맞게 관리.",메타 설명;robots 메타 태그;스니펫,Google Search Central - Meta Tags,https://developers.google.com/search/docs/crawling-indexing/special-tags,Google Search Central - Snippets,https://developers.google.com/search/docs/appearance/snippet,사이트 기존 SEO 용어 66개 중 빈 자세히 보기/본문 보강용. 기존 150개와 정규화 중복 검사를 거쳐 패치 항목으로 분리함.,high,verified
SEOX-024,검색 노출,테크니컬,스키마 마크업,Schema Markup,,Schema.org 어휘로 콘텐츠 유형과 속성을 구조화해 표시하는 마크업.,"스키마 마크업(Schema Markup)은 Schema.org 어휘로 콘텐츠 유형과 속성을 구조화해 표시하는 마크업이다. 자세히 보기에서는 이 용어를 검색 노출 관점에서 이해하면 좋다. 예를 들어 FAQ, Product, LocalBusiness 정보를 JSON-LD로 제공 같은 상황에서 쓰이며, 실무 판단 시 구조화 데이터, Schema.org, 리치 결과와 함께 확인해야 한다. 검색엔진 공식 문서와 보조 출처를 대조해 중복 용어를 제거하고, 사이트 카드의 빈 상세 설명을 채우기 위한 보강 항목으로 정리했다.","FAQ, Product, LocalBusiness 정보를 JSON-LD로 제공.",구조화 데이터;Schema.org;리치 결과,Google Search Central - Structured Data,https://developers.google.com/search/docs/appearance/structured-data/intro-structured-data,Schema.org,https://schema.org/docs/gs.html,사이트 기존 SEO 용어 66개 중 빈 자세히 보기/본문 보강용. 기존 150개와 정규화 중복 검사를 거쳐 패치 항목으로 분리함.,high,verified
SEOX-025,검색 노출,테크니컬,오픈 그래프,Open Graph Protocol,OGP,"소셜 공유 시 제목, 설명, 이미지 미리보기를 지정하는 메타 데이터.","오픈 그래프(Open Graph Protocol)은 소셜 공유 시 제목, 설명, 이미지 미리보기를 지정하는 메타 데이터이다. 자세히 보기에서는 이 용어를 검색 노출 관점에서 이해하면 좋다. 예를 들어 블로그 글 공유 시 썸네일과 제목이 정확히 표시되도록 설정 같은 상황에서 쓰이며, 실무 판단 시 Twitter card, 메타 태그, 썸네일와 함께 확인해야 한다. 검색엔진 공식 문서와 보조 출처를 대조해 중복 용어를 제거하고, 사이트 카드의 빈 상세 설명을 채우기 위한 보강 항목으로 정리했다.",블로그 글 공유 시 썸네일과 제목이 정확히 표시되도록 설정.,Twitter card;메타 태그;썸네일,MDN Web Docs,https://developer.mozilla.org/,Google Search Central - Meta Tags,https://developers.google.com/search/docs/crawling-indexing/special-tags,사이트 기존 SEO 용어 66개 중 빈 자세히 보기/본문 보강용. 기존 150개와 정규화 중복 검사를 거쳐 패치 항목으로 분리함.,high,verified
