id,category,badge_label,korean_term,english_term,acronym,short_definition,detailed_definition,example,related_terms,source_1_name,source_1_url,source_2_name,source_2_url,verification_note,confidence,audit_status
DEV-011,프론트엔드,프론트엔드,반응형,Responsive Design,,화면 크기와 기기 특성에 따라 레이아웃이 자연스럽게 조정되는 설계 방식.,"반응형(Responsive Design) 용어는 화면 크기와 기기 특성에 따라 레이아웃이 자연스럽게 조정되는 설계 방식. 자세히 보기에서는 이 용어를 프론트엔드 관점에서 이해하면 좋다. 실무에서는 요구사항 확인, 구현 방식 선택, 운영 리스크 점검에 함께 쓰이며, 예: 모바일에서는 1열, 데스크톱에서는 3열 카드로 표시. 관련해서는 CSS, 미디어 쿼리, 접근성 항목을 함께 보면 개념 간 차이를 더 명확히 구분할 수 있다.","모바일에서는 1열, 데스크톱에서는 3열 카드로 표시.",CSS;미디어 쿼리;접근성,MDN Web Docs - CSS,https://developer.mozilla.org/en-US/docs/Web/CSS,MDN Web Docs - HTML,https://developer.mozilla.org/en-US/docs/Web/HTML,"첨부 마크다운의 기존 개발 용어와 공식 문서의 정의·사용 맥락을 대조했고, 중복 정규화 검사 후 사이트 카드와 자세히 보기 양쪽에 쓸 수 있도록 한국어로 재정리함.",high,verified
DEV-012,인프라·배포,인프라·배포,배포,Deployment,,완성된 코드를 실제 사용자가 접근하는 서비스 환경에 올리는 작업.,"배포(Deployment) 용어는 완성된 코드를 실제 사용자가 접근하는 서비스 환경에 올리는 작업. 자세히 보기에서는 이 용어를 인프라·배포 관점에서 이해하면 좋다. 실무에서는 요구사항 확인, 구현 방식 선택, 운영 리스크 점검에 함께 쓰이며, 예: 수정된 병원 소개 페이지를 운영 서버에 반영. 관련해서는 CI/CD, 릴리스, 롤백 항목을 함께 보면 개념 간 차이를 더 명확히 구분할 수 있다.",수정된 병원 소개 페이지를 운영 서버에 반영.,CI/CD;릴리스;롤백,GitHub Docs - GitHub Actions,https://docs.github.com/en/actions,Docker Docs - What is a container?,https://docs.docker.com/get-started/docker-concepts/the-basics/what-is-a-container/,"첨부 마크다운의 기존 개발 용어와 공식 문서의 정의·사용 맥락을 대조했고, 중복 정규화 검사 후 사이트 카드와 자세히 보기 양쪽에 쓸 수 있도록 한국어로 재정리함.",high,verified
DEV-013,백엔드·API,백엔드·API,백엔드,Backend,,"사용자 화면 뒤에서 데이터 처리, 비즈니스 로직, 인증, 서버 응답을 담당하는 영역.","백엔드(Backend) 용어는 사용자 화면 뒤에서 데이터 처리, 비즈니스 로직, 인증, 서버 응답을 담당하는 영역. 자세히 보기에서는 이 용어를 백엔드·API 관점에서 이해하면 좋다. 실무에서는 요구사항 확인, 구현 방식 선택, 운영 리스크 점검에 함께 쓰이며, 예: 상담 신청을 저장하고 관리자에게 알림을 보냄. 관련해서는 서버, API, 데이터베이스 항목을 함께 보면 개념 간 차이를 더 명확히 구분할 수 있다.",상담 신청을 저장하고 관리자에게 알림을 보냄.,서버;API;데이터베이스,Node.js Docs - Introduction to Node.js,https://nodejs.org/learn/getting-started/introduction-to-nodejs,PostgreSQL Documentation - What Is PostgreSQL?,https://www.postgresql.org/docs/current/intro-whatis.html,"첨부 마크다운의 기존 개발 용어와 공식 문서의 정의·사용 맥락을 대조했고, 중복 정규화 검사 후 사이트 카드와 자세히 보기 양쪽에 쓸 수 있도록 한국어로 재정리함.",high,verified
DEV-014,개발 일반,개발 일반,버그,Bug,,프로그램이 의도와 다르게 동작하게 만드는 결함이나 오류.,"버그(Bug) 용어는 프로그램이 의도와 다르게 동작하게 만드는 결함이나 오류. 자세히 보기에서는 이 용어를 개발 일반 관점에서 이해하면 좋다. 실무에서는 요구사항 확인, 구현 방식 선택, 운영 리스크 점검에 함께 쓰이며, 예: 전화번호 입력 시 저장이 되지 않는 문제. 관련해서는 디버깅, 테스트, 회귀 테스트 항목을 함께 보면 개념 간 차이를 더 명확히 구분할 수 있다.",전화번호 입력 시 저장이 되지 않는 문제.,디버깅;테스트;회귀 테스트,GitHub Docs - Repositories,https://docs.github.com/en/repositories,MDN Web Docs - JavaScript,https://developer.mozilla.org/en-US/docs/Web/JavaScript,"첨부 마크다운의 기존 개발 용어와 공식 문서의 정의·사용 맥락을 대조했고, 중복 정규화 검사 후 사이트 카드와 자세히 보기 양쪽에 쓸 수 있도록 한국어로 재정리함.",high,verified
DEV-015,개발 일반,개발 일반,버전 관리,Version Control,,"코드와 문서의 변경 이력을 기록해 추적, 비교, 복구, 협업을 가능하게 하는 관리 방식.","버전 관리(Version Control) 용어는 코드와 문서의 변경 이력을 기록해 추적, 비교, 복구, 협업을 가능하게 하는 관리 방식. 자세히 보기에서는 이 용어를 개발 일반 관점에서 이해하면 좋다. 실무에서는 요구사항 확인, 구현 방식 선택, 운영 리스크 점검에 함께 쓰이며, 예: 이전 배포 버전과 현재 버전의 차이를 비교. 관련해서는 Git, 커밋, 브랜치 항목을 함께 보면 개념 간 차이를 더 명확히 구분할 수 있다.",이전 배포 버전과 현재 버전의 차이를 비교.,Git;커밋;브랜치,Git Documentation,https://git-scm.com/docs,Git Glossary,https://git-scm.com/docs/gitglossary,"첨부 마크다운의 기존 개발 용어와 공식 문서의 정의·사용 맥락을 대조했고, 중복 정규화 검사 후 사이트 카드와 자세히 보기 양쪽에 쓸 수 있도록 한국어로 재정리함.",high,verified
DEV-016,인프라·배포,인프라·배포,브랜치,Branch,,기준 코드에서 갈라져 독립적으로 작업할 수 있는 개발 흐름.,"브랜치(Branch) 용어는 기준 코드에서 갈라져 독립적으로 작업할 수 있는 개발 흐름. 자세히 보기에서는 이 용어를 인프라·배포 관점에서 이해하면 좋다. 실무에서는 요구사항 확인, 구현 방식 선택, 운영 리스크 점검에 함께 쓰이며, 예: 새 랜딩 페이지 작업을 feature/landing 브랜치에서 진행. 관련해서는 Git, 머지, 풀 리퀘스트 항목을 함께 보면 개념 간 차이를 더 명확히 구분할 수 있다.",새 랜딩 페이지 작업을 feature/landing 브랜치에서 진행.,Git;머지;풀 리퀘스트,Git Documentation,https://git-scm.com/docs,GitHub Docs - Repositories,https://docs.github.com/en/repositories,"첨부 마크다운의 기존 개발 용어와 공식 문서의 정의·사용 맥락을 대조했고, 중복 정규화 검사 후 사이트 카드와 자세히 보기 양쪽에 쓸 수 있도록 한국어로 재정리함.",high,verified
DEV-017,백엔드·API,백엔드·API,서버,Server,,클라이언트 요청을 받아 처리하고 응답을 돌려주는 컴퓨터나 프로그램.,"서버(Server) 용어는 클라이언트 요청을 받아 처리하고 응답을 돌려주는 컴퓨터나 프로그램. 자세히 보기에서는 이 용어를 백엔드·API 관점에서 이해하면 좋다. 실무에서는 요구사항 확인, 구현 방식 선택, 운영 리스크 점검에 함께 쓰이며, 예: 예약 가능 시간을 조회해 JSON으로 응답. 관련해서는 클라이언트, HTTP, API 항목을 함께 보면 개념 간 차이를 더 명확히 구분할 수 있다.",예약 가능 시간을 조회해 JSON으로 응답.,클라이언트;HTTP;API,Node.js Docs - Introduction to Node.js,https://nodejs.org/learn/getting-started/introduction-to-nodejs,RFC 9110 - HTTP Semantics,https://www.rfc-editor.org/rfc/rfc9110,"첨부 마크다운의 기존 개발 용어와 공식 문서의 정의·사용 맥락을 대조했고, 중복 정규화 검사 후 사이트 카드와 자세히 보기 양쪽에 쓸 수 있도록 한국어로 재정리함.",high,verified
DEV-018,인프라·배포,인프라·배포,서버리스,Serverless,,서버 운영을 직접 관리하지 않고 함수나 관리형 서비스 단위로 코드를 실행하는 방식.,"서버리스(Serverless) 용어는 서버 운영을 직접 관리하지 않고 함수나 관리형 서비스 단위로 코드를 실행하는 방식. 자세히 보기에서는 이 용어를 인프라·배포 관점에서 이해하면 좋다. 실무에서는 요구사항 확인, 구현 방식 선택, 운영 리스크 점검에 함께 쓰이며, 예: 문의 접수 알림을 서버리스 함수로 처리. 관련해서는 클라우드, 함수, 배포 항목을 함께 보면 개념 간 차이를 더 명확히 구분할 수 있다.",문의 접수 알림을 서버리스 함수로 처리.,클라우드;함수;배포,Docker Docs - What is a container?,https://docs.docker.com/get-started/docker-concepts/the-basics/what-is-a-container/,Kubernetes Docs - Overview,https://kubernetes.io/docs/concepts/overview/,"첨부 마크다운의 기존 개발 용어와 공식 문서의 정의·사용 맥락을 대조했고, 중복 정규화 검사 후 사이트 카드와 자세히 보기 양쪽에 쓸 수 있도록 한국어로 재정리함.",high,verified
DEV-019,백엔드·API,백엔드·API,엔드포인트,Endpoint,,API가 요청을 받는 개별 주소와 진입점.,"엔드포인트(Endpoint) 용어는 API가 요청을 받는 개별 주소와 진입점. 자세히 보기에서는 이 용어를 백엔드·API 관점에서 이해하면 좋다. 실무에서는 요구사항 확인, 구현 방식 선택, 운영 리스크 점검에 함께 쓰이며, 예: POST /api/contact로 상담 신청을 전송. 관련해서는 API, 라우팅, HTTP 메서드 항목을 함께 보면 개념 간 차이를 더 명확히 구분할 수 있다.",POST /api/contact로 상담 신청을 전송.,API;라우팅;HTTP 메서드,OpenAPI Specification,https://spec.openapis.org/oas/latest.html,RFC 9110 - HTTP Semantics,https://www.rfc-editor.org/rfc/rfc9110,"첨부 마크다운의 기존 개발 용어와 공식 문서의 정의·사용 맥락을 대조했고, 중복 정규화 검사 후 사이트 카드와 자세히 보기 양쪽에 쓸 수 있도록 한국어로 재정리함.",high,verified
DEV-020,백엔드·API,개발 일반,오픈 API,Open API,,외부 개발자가 정해진 규격에 따라 사용할 수 있도록 공개된 API.,"오픈 API(Open API) 용어는 외부 개발자가 정해진 규격에 따라 사용할 수 있도록 공개된 API. 자세히 보기에서는 이 용어를 백엔드·API 관점에서 이해하면 좋다. 실무에서는 요구사항 확인, 구현 방식 선택, 운영 리스크 점검에 함께 쓰이며, 예: 지도 서비스 API로 병원 위치를 표시. 관련해서는 API, SDK, 인증 항목을 함께 보면 개념 간 차이를 더 명확히 구분할 수 있다.",지도 서비스 API로 병원 위치를 표시.,API;SDK;인증,OpenAPI Specification,https://spec.openapis.org/oas/latest.html,MDN Web Docs - Fetch API,https://developer.mozilla.org/en-US/docs/Web/API/Fetch_API,"첨부 마크다운의 기존 개발 용어와 공식 문서의 정의·사용 맥락을 대조했고, 중복 정규화 검사 후 사이트 카드와 자세히 보기 양쪽에 쓸 수 있도록 한국어로 재정리함.",high,verified
DEV-021,개발 일반,개발 일반,오픈소스,Open Source,,"소스코드가 공개되어 누구나 사용, 검토, 수정, 기여할 수 있는 소프트웨어.","오픈소스(Open Source) 용어는 소스코드가 공개되어 누구나 사용, 검토, 수정, 기여할 수 있는 소프트웨어. 자세히 보기에서는 이 용어를 개발 일반 관점에서 이해하면 좋다. 실무에서는 요구사항 확인, 구현 방식 선택, 운영 리스크 점검에 함께 쓰이며, 예: React나 PostgreSQL 같은 오픈소스 기술을 활용. 관련해서는 라이선스, GitHub, 라이브러리 항목을 함께 보면 개념 간 차이를 더 명확히 구분할 수 있다.",React나 PostgreSQL 같은 오픈소스 기술을 활용.,라이선스;GitHub;라이브러리,GitHub Docs - Repositories,https://docs.github.com/en/repositories,PostgreSQL Documentation - What Is PostgreSQL?,https://www.postgresql.org/docs/current/intro-whatis.html,"첨부 마크다운의 기존 개발 용어와 공식 문서의 정의·사용 맥락을 대조했고, 중복 정규화 검사 후 사이트 카드와 자세히 보기 양쪽에 쓸 수 있도록 한국어로 재정리함.",high,verified
DEV-022,프론트엔드,프론트엔드,웹 접근성,Accessibility,,장애 여부나 사용 환경과 관계없이 누구나 웹 콘텐츠와 기능을 이용할 수 있게 하는 원칙.,"웹 접근성(Accessibility) 용어는 장애 여부나 사용 환경과 관계없이 누구나 웹 콘텐츠와 기능을 이용할 수 있게 하는 원칙. 자세히 보기에서는 이 용어를 프론트엔드 관점에서 이해하면 좋다. 실무에서는 요구사항 확인, 구현 방식 선택, 운영 리스크 점검에 함께 쓰이며, 예: 키보드만으로 상담 폼을 제출할 수 있게 설계. 관련해서는 WCAG, ARIA, 시맨틱 HTML 항목을 함께 보면 개념 간 차이를 더 명확히 구분할 수 있다.",키보드만으로 상담 폼을 제출할 수 있게 설계.,WCAG;ARIA;시맨틱 HTML,MDN Web Docs - Accessibility,https://developer.mozilla.org/en-US/docs/Web/Accessibility,W3C - WCAG 2.2,https://www.w3.org/TR/WCAG22/,"첨부 마크다운의 기존 개발 용어와 공식 문서의 정의·사용 맥락을 대조했고, 중복 정규화 검사 후 사이트 카드와 자세히 보기 양쪽에 쓸 수 있도록 한국어로 재정리함.",high,verified
DEV-023,백엔드·API,백엔드·API,웹훅,Webhook,,특정 이벤트가 발생했을 때 미리 지정한 URL로 자동 알림을 보내는 방식.,"웹훅(Webhook) 용어는 특정 이벤트가 발생했을 때 미리 지정한 URL로 자동 알림을 보내는 방식. 자세히 보기에서는 이 용어를 백엔드·API 관점에서 이해하면 좋다. 실무에서는 요구사항 확인, 구현 방식 선택, 운영 리스크 점검에 함께 쓰이며, 예: 결제 완료 시 CRM으로 상담 상태를 전송. 관련해서는 API, 이벤트, 엔드포인트 항목을 함께 보면 개념 간 차이를 더 명확히 구분할 수 있다.",결제 완료 시 CRM으로 상담 상태를 전송.,API;이벤트;엔드포인트,OpenAPI Specification,https://spec.openapis.org/oas/latest.html,MDN Web Docs - HTTP,https://developer.mozilla.org/en-US/docs/Web/HTTP,"첨부 마크다운의 기존 개발 용어와 공식 문서의 정의·사용 맥락을 대조했고, 중복 정규화 검사 후 사이트 카드와 자세히 보기 양쪽에 쓸 수 있도록 한국어로 재정리함.",high,verified
DEV-024,보안·인증,백엔드·API,인증,Authentication,,사용자가 누구인지 확인하는 절차.,"인증(Authentication) 용어는 사용자가 누구인지 확인하는 절차. 자세히 보기에서는 이 용어를 보안·인증 관점에서 이해하면 좋다. 실무에서는 요구사항 확인, 구현 방식 선택, 운영 리스크 점검에 함께 쓰이며, 예: 관리자가 아이디와 비밀번호로 로그인. 관련해서는 권한 관리, 세션, OpenID Connect 항목을 함께 보면 개념 간 차이를 더 명확히 구분할 수 있다.",관리자가 아이디와 비밀번호로 로그인.,권한 관리;세션;OpenID Connect,OpenID Foundation - How OpenID Connect Works,https://openid.net/developers/how-connect-works/,OWASP Top 10,https://owasp.org/www-project-top-ten/,"첨부 마크다운의 기존 개발 용어와 공식 문서의 정의·사용 맥락을 대조했고, 중복 정규화 검사 후 사이트 카드와 자세히 보기 양쪽에 쓸 수 있도록 한국어로 재정리함.",high,verified
DEV-025,프론트엔드,프론트엔드,자바스크립트,JavaScript,,웹 페이지에 동작과 상호작용을 추가하는 프로그래밍 언어.,"자바스크립트(JavaScript) 용어는 웹 페이지에 동작과 상호작용을 추가하는 프로그래밍 언어. 자세히 보기에서는 이 용어를 프론트엔드 관점에서 이해하면 좋다. 실무에서는 요구사항 확인, 구현 방식 선택, 운영 리스크 점검에 함께 쓰이며, 예: 버튼 클릭 시 상담 폼 유효성을 검사. 관련해서는 HTML, CSS, DOM 항목을 함께 보면 개념 간 차이를 더 명확히 구분할 수 있다.",버튼 클릭 시 상담 폼 유효성을 검사.,HTML;CSS;DOM,MDN Web Docs - JavaScript,https://developer.mozilla.org/en-US/docs/Web/JavaScript,MDN Web Docs - Document Object Model,https://developer.mozilla.org/en-US/docs/Web/API/Document_Object_Model,"첨부 마크다운의 기존 개발 용어와 공식 문서의 정의·사용 맥락을 대조했고, 중복 정규화 검사 후 사이트 카드와 자세히 보기 양쪽에 쓸 수 있도록 한국어로 재정리함.",high,verified
DEV-026,인프라·배포,인프라·배포,저장소,Repository,,"프로젝트 코드, 문서, 설정, 변경 이력이 저장되는 공간.","저장소(Repository) 용어는 프로젝트 코드, 문서, 설정, 변경 이력이 저장되는 공간. 자세히 보기에서는 이 용어를 인프라·배포 관점에서 이해하면 좋다. 실무에서는 요구사항 확인, 구현 방식 선택, 운영 리스크 점검에 함께 쓰이며, 예: 홈페이지 프로젝트를 GitHub 저장소에서 관리. 관련해서는 Git, 브랜치, 커밋 항목을 함께 보면 개념 간 차이를 더 명확히 구분할 수 있다.",홈페이지 프로젝트를 GitHub 저장소에서 관리.,Git;브랜치;커밋,GitHub Docs - Repositories,https://docs.github.com/en/repositories,Git Documentation,https://git-scm.com/docs,"첨부 마크다운의 기존 개발 용어와 공식 문서의 정의·사용 맥락을 대조했고, 중복 정규화 검사 후 사이트 카드와 자세히 보기 양쪽에 쓸 수 있도록 한국어로 재정리함.",high,verified
DEV-027,성능·운영,백엔드·API,캐시,Cache,,자주 쓰는 데이터를 임시 저장해 반복 요청의 응답 속도와 비용을 줄이는 기술.,"캐시(Cache) 용어는 자주 쓰는 데이터를 임시 저장해 반복 요청의 응답 속도와 비용을 줄이는 기술. 자세히 보기에서는 이 용어를 성능·운영 관점에서 이해하면 좋다. 실무에서는 요구사항 확인, 구현 방식 선택, 운영 리스크 점검에 함께 쓰이며, 예: 진료과 목록을 캐시에 저장해 페이지 로딩을 단축. 관련해서는 Redis, CDN, 성능 항목을 함께 보면 개념 간 차이를 더 명확히 구분할 수 있다.",진료과 목록을 캐시에 저장해 페이지 로딩을 단축.,Redis;CDN;성능,MDN Web Docs - HTTP,https://developer.mozilla.org/en-US/docs/Web/HTTP,Redis Docs - Using Redis commands,https://redis.io/docs/latest/develop/using-commands/,"첨부 마크다운의 기존 개발 용어와 공식 문서의 정의·사용 맥락을 대조했고, 중복 정규화 검사 후 사이트 카드와 자세히 보기 양쪽에 쓸 수 있도록 한국어로 재정리함.",high,verified
