id,category,badge_label,korean_term,english_term,acronym,short_definition,detailed_definition,example,related_terms,source_1_name,source_1_url,source_2_name,source_2_url,verification_note,confidence,audit_status
MAD-011,마케팅 전략,마케팅 기본,하단 퍼널,Bottom of Funnel,BOFU,구매나 문의 같은 행동을 유도하는 전환 단계.,"구매나 문의 같은 행동을 유도하는 전환 단계. 실무에서는 마케팅 전략 맥락에서 목표 설정, 집행, 측정, 최적화, 개인정보 보호 요구를 함께 고려한다.",할인 검색 광고로 구매 완료를 유도.,전환;CPA;랜딩 페이지,Google Ads Help - Google Ads Definition,https://support.google.com/google-ads/answer/6319,Google Analytics Help - Recommended Events,https://support.google.com/analytics/answer/9267735,"공식 광고 플랫폼 문서, 측정 문서, IAB/프로그래매틱 표준 문서의 사용 맥락을 대조했고, 카드 표시용으로 한국어 설명을 압축함.",high,verified
MAD-012,마케팅 전략,마케팅 기본,포지셔닝,Positioning,,고객 마음속에서 브랜드가 차지할 차별적 위치를 정하는 전략.,"고객 마음속에서 브랜드가 차지할 차별적 위치를 정하는 전략. 실무에서는 마케팅 전략 맥락에서 목표 설정, 집행, 측정, 최적화, 개인정보 보호 요구를 함께 고려한다.",가성비가 아닌 전문가용 프리미엄 도구로 포지셔닝.,차별화;가치 제안;메시징,Google Ads Help - Google Ads Definition,https://support.google.com/google-ads/answer/6319,IAB - Glossary of Terminology,https://www.iab.com/insights/glossary-of-terminology/,"공식 광고 플랫폼 문서, 측정 문서, IAB/프로그래매틱 표준 문서의 사용 맥락을 대조했고, 카드 표시용으로 한국어 설명을 압축함.",high,verified
MAD-013,마케팅 전략,마케팅 기본,가치 제안,Value Proposition,,고객이 제품을 선택해야 하는 핵심 이유와 혜택.,"고객이 제품을 선택해야 하는 핵심 이유와 혜택. 실무에서는 마케팅 전략 맥락에서 목표 설정, 집행, 측정, 최적화, 개인정보 보호 요구를 함께 고려한다.",30분 안에 보고서를 자동 생성한다는 약속.,메시징;랜딩 페이지;CTA,Google Ads Help - Google Ads Definition,https://support.google.com/google-ads/answer/6319,Amazon Ads - ACOS Guide,https://advertising.amazon.com/library/guides/acos-advertising-cost-of-sales,"공식 광고 플랫폼 문서, 측정 문서, IAB/프로그래매틱 표준 문서의 사용 맥락을 대조했고, 카드 표시용으로 한국어 설명을 압축함.",high,verified
MAD-014,마케팅 전략,마케팅 기본,이상적 고객 프로필,Ideal Customer Profile,ICP,가장 잘 맞는 고객 유형을 기업·문제·예산 기준으로 정의한 프로필.,"가장 잘 맞는 고객 유형을 기업·문제·예산 기준으로 정의한 프로필. 실무에서는 마케팅 전략 맥락에서 목표 설정, 집행, 측정, 최적화, 개인정보 보호 요구를 함께 고려한다.",직원 100명 이상 B2B SaaS 회사를 ICP로 설정.,페르소나;세그먼트;타겟팅,Google Ads Help - Google Ads Definition,https://support.google.com/google-ads/answer/6319,Google Analytics Help - Recommended Events,https://support.google.com/analytics/answer/9267735,"공식 광고 플랫폼 문서, 측정 문서, IAB/프로그래매틱 표준 문서의 사용 맥락을 대조했고, 카드 표시용으로 한국어 설명을 압축함.",high,verified
MAD-015,마케팅 전략,마케팅 기본,페르소나,Persona,,"대표 고객의 목표, 문제, 행동을 가상 인물처럼 정리한 모델.","대표 고객의 목표, 문제, 행동을 가상 인물처럼 정리한 모델. 실무에서는 마케팅 전략 맥락에서 목표 설정, 집행, 측정, 최적화, 개인정보 보호 요구를 함께 고려한다.",예산 승인을 받아야 하는 마케팅 팀장을 정의.,ICP;메시징;고객 여정,Google Ads Help - Google Ads Definition,https://support.google.com/google-ads/answer/6319,Google Analytics Help - About Events,https://support.google.com/analytics/answer/9322688,"공식 광고 플랫폼 문서, 측정 문서, IAB/프로그래매틱 표준 문서의 사용 맥락을 대조했고, 카드 표시용으로 한국어 설명을 압축함.",high,verified
MAD-016,마케팅 전략,마케팅 기본,세그먼트,Segment,,공통 특성이나 행동을 가진 고객 집단.,"공통 특성이나 행동을 가진 고객 집단. 실무에서는 마케팅 전략 맥락에서 목표 설정, 집행, 측정, 최적화, 개인정보 보호 요구를 함께 고려한다.",최근 30일 장바구니 이탈자를 별도 세그먼트로 분리.,타겟팅;오디언스;리마케팅,Google Analytics Help - About Events,https://support.google.com/analytics/answer/9322688,Google Ads Help - Google Ads Definition,https://support.google.com/google-ads/answer/6319,"공식 광고 플랫폼 문서, 측정 문서, IAB/프로그래매틱 표준 문서의 사용 맥락을 대조했고, 카드 표시용으로 한국어 설명을 압축함.",high,verified
MAD-017,마케팅 전략,마케팅 기본,타겟팅,Targeting,,광고나 메시지를 보여줄 고객 집단을 선택하는 설정.,"광고나 메시지를 보여줄 고객 집단을 선택하는 설정. 실무에서는 마케팅 전략 맥락에서 목표 설정, 집행, 측정, 최적화, 개인정보 보호 요구를 함께 고려한다.",관심사와 지역을 기준으로 광고 노출 대상을 설정.,오디언스;세그먼트;리치,Google Ads Help - Google Ads Definition,https://support.google.com/google-ads/answer/6319,IAB - Glossary of Terminology,https://www.iab.com/insights/glossary-of-terminology/,"공식 광고 플랫폼 문서, 측정 문서, IAB/프로그래매틱 표준 문서의 사용 맥락을 대조했고, 카드 표시용으로 한국어 설명을 압축함.",high,verified
MAD-018,마케팅 전략,마케팅 기본,차별화,Differentiation,,경쟁 제품과 구분되는 고유한 강점과 선택 이유.,"경쟁 제품과 구분되는 고유한 강점과 선택 이유. 실무에서는 마케팅 전략 맥락에서 목표 설정, 집행, 측정, 최적화, 개인정보 보호 요구를 함께 고려한다.","속도, 보안, 가격 중 보안을 핵심 차별점으로 제시.",포지셔닝;가치 제안;경쟁 분석,Google Ads Help - Google Ads Definition,https://support.google.com/google-ads/answer/6319,IAB - Glossary of Terminology,https://www.iab.com/insights/glossary-of-terminology/,"공식 광고 플랫폼 문서, 측정 문서, IAB/프로그래매틱 표준 문서의 사용 맥락을 대조했고, 카드 표시용으로 한국어 설명을 압축함.",high,verified
MAD-019,마케팅 전략,마케팅 기본,메시징,Messaging,,"고객에게 전달할 핵심 주장, 혜택, 표현의 체계.","고객에게 전달할 핵심 주장, 혜택, 표현의 체계. 실무에서는 마케팅 전략 맥락에서 목표 설정, 집행, 측정, 최적화, 개인정보 보호 요구를 함께 고려한다.",초보자용 문구와 전문가용 문구를 다르게 설계.,카피;가치 제안;광고 소재,Google Ads Help - Google Ads Definition,https://support.google.com/google-ads/answer/6319,IAB - Glossary of Terminology,https://www.iab.com/insights/glossary-of-terminology/,"공식 광고 플랫폼 문서, 측정 문서, IAB/프로그래매틱 표준 문서의 사용 맥락을 대조했고, 카드 표시용으로 한국어 설명을 압축함.",high,verified
MAD-020,마케팅 전략,지표·측정,고객 생애가치,Lifetime Value,LTV,한 고객이 관계 기간 동안 창출할 것으로 예상되는 총 수익 가치.,"LTV는 고객이 처음 유입된 뒤 반복 구매, 재방문, 추천, 유지 기간을 통해 만들어낼 것으로 기대되는 총 가치를 뜻한다. CAC보다 충분히 높아야 고객 확보 투자가 지속 가능하다.",초진 이후 재방문과 추가 시술 매출까지 포함해 고객 가치를 추정.,CLV;CAC;리텐션;ROAS,Google Analytics Help - About Events,https://support.google.com/analytics/answer/9322688,Amazon Ads - ACOS Guide,https://advertising.amazon.com/library/guides/acos-advertising-cost-of-sales,이미지 자료(codex-clipboard-95cebb54-bdda-4f6d-aba0-064d22bed456.png)의 마케팅 용어 카드와 기존 CSV를 대조함. 기존 중복 용어를 병합·보강함; 중복은 영문명·약어·의미 기준으로 병합하고 상세 설명을 보강함.,high,verified
MAD-021,캠페인 구조,광고 기본,캠페인,Campaign,,공통 목표와 예산 아래 광고 활동을 묶는 최상위 단위.,"공통 목표와 예산 아래 광고 활동을 묶는 최상위 단위. 실무에서는 캠페인 구조 맥락에서 목표 설정, 집행, 측정, 최적화, 개인정보 보호 요구를 함께 고려한다.",신제품 출시 캠페인에 검색과 영상 광고를 구성.,광고그룹;목표;예산,Google Ads Help - Google Ads Definition,https://support.google.com/google-ads/answer/6319,IAB - Glossary of Terminology,https://www.iab.com/insights/glossary-of-terminology/,"공식 광고 플랫폼 문서, 측정 문서, IAB/프로그래매틱 표준 문서의 사용 맥락을 대조했고, 카드 표시용으로 한국어 설명을 압축함.",high,verified
MAD-022,캠페인 구조,광고 기본,캠페인 목표,Campaign Objective,,캠페인이 최적화하려는 비즈니스 목적.,"캠페인이 최적화하려는 비즈니스 목적. 실무에서는 캠페인 구조 맥락에서 목표 설정, 집행, 측정, 최적화, 개인정보 보호 요구를 함께 고려한다.","인지도, 트래픽, 리드, 구매 중 목표를 선택.",전환;리드 생성;브랜드 인지도,Google Ads Help - Google Ads Definition,https://support.google.com/google-ads/answer/6319,Google Analytics Help - Recommended Events,https://support.google.com/analytics/answer/9267735,"공식 광고 플랫폼 문서, 측정 문서, IAB/프로그래매틱 표준 문서의 사용 맥락을 대조했고, 카드 표시용으로 한국어 설명을 압축함.",high,verified
MAD-023,캠페인 구조,광고 기본,광고그룹,Ad Group,,"같은 타겟, 키워드, 소재를 공유하는 캠페인 하위 단위.","같은 타겟, 키워드, 소재를 공유하는 캠페인 하위 단위. 실무에서는 캠페인 구조 맥락에서 목표 설정, 집행, 측정, 최적화, 개인정보 보호 요구를 함께 고려한다.",러닝화 키워드 광고그룹과 등산화 광고그룹을 분리.,캠페인;키워드;광고 소재,Google Ads Help - Google Ads Definition,https://support.google.com/google-ads/answer/6319,Google Ads Help - About Ad Rank,https://support.google.com/google-ads/answer/1722122,"공식 광고 플랫폼 문서, 측정 문서, IAB/프로그래매틱 표준 문서의 사용 맥락을 대조했고, 카드 표시용으로 한국어 설명을 압축함.",high,verified
MAD-024,캠페인 구조,광고 기본,광고 소재,Ad Creative,,"광고에 사용되는 이미지, 영상, 문구, 형식의 조합.","광고에 사용되는 이미지, 영상, 문구, 형식의 조합. 실무에서는 캠페인 구조 맥락에서 목표 설정, 집행, 측정, 최적화, 개인정보 보호 요구를 함께 고려한다.",15초 영상과 CTA 버튼으로 광고 소재 제작.,카피;CTA;소재 피로도,IAB - Glossary of Terminology,https://www.iab.com/insights/glossary-of-terminology/,Google Ads Help - Google Ads Definition,https://support.google.com/google-ads/answer/6319,"공식 광고 플랫폼 문서, 측정 문서, IAB/프로그래매틱 표준 문서의 사용 맥락을 대조했고, 카드 표시용으로 한국어 설명을 압축함.",high,verified
MAD-025,캠페인 구조,광고 기본,광고 카피,Ad Copy,,광고에서 사용자의 관심과 행동을 유도하는 문구.,"광고에서 사용자의 관심과 행동을 유도하는 문구. 실무에서는 캠페인 구조 맥락에서 목표 설정, 집행, 측정, 최적화, 개인정보 보호 요구를 함께 고려한다.",지금 무료 체험 시작 문구를 테스트.,메시징;CTA;A/B 테스트,Google Ads Help - Google Ads Definition,https://support.google.com/google-ads/answer/6319,IAB - Glossary of Terminology,https://www.iab.com/insights/glossary-of-terminology/,"공식 광고 플랫폼 문서, 측정 문서, IAB/프로그래매틱 표준 문서의 사용 맥락을 대조했고, 카드 표시용으로 한국어 설명을 압축함.",high,verified
MAD-026,캠페인 구조,전략·전환,행동 유도 문구,Call to Action,CTA,사용자의 다음 행동을 유도하는 문구나 버튼.,"CTA는 사용자가 다음에 무엇을 해야 하는지 명확히 알려주는 문구나 버튼이다. 예약하기, 상담 신청, 다운로드처럼 전환 목적과 일치해야 하며 위치와 표현에 따라 전환율이 달라질 수 있다.",랜딩 페이지 첫 화면에 지금 상담 신청 버튼 배치.,랜딩 페이지;전환율;A/B 테스트;광고 카피,Google Ads Help,https://support.google.com/google-ads/answer/6319,Google Analytics Help - Recommended Events,https://support.google.com/analytics/answer/9267735,이미지 자료(codex-clipboard-95cebb54-bdda-4f6d-aba0-064d22bed456.png)의 마케팅 용어 카드와 기존 CSV를 대조함. 기존 중복 용어를 병합·보강함; 중복은 영문명·약어·의미 기준으로 병합하고 상세 설명을 보강함.,high,verified
MAD-027,캠페인 구조,전략·전환,랜딩 페이지,Landing Page,,광고나 검색을 통해 처음 도착하는 전환 유도용 단일 페이지.,"랜딩 페이지는 광고 클릭 후 사용자가 도착하는 페이지로, 메시지 일치성, 속도, 신뢰 요소, CTA 배치가 전환율에 큰 영향을 준다. 캠페인 목적별로 상담, 예약, 구매, 다운로드에 맞춰 설계한다.",임플란트 광고 클릭 후 상담 신청 폼이 있는 페이지로 이동.,CTA;전환율;품질평가점수;A/B 테스트,Google Ads Help,https://support.google.com/google-ads/answer/6319,Google Ads Help - About Ad Rank,https://support.google.com/google-ads/answer/1722122,이미지 자료(codex-clipboard-95cebb54-bdda-4f6d-aba0-064d22bed456.png)의 마케팅 용어 카드와 기존 CSV를 대조함. 기존 중복 용어를 병합·보강함; 중복은 영문명·약어·의미 기준으로 병합하고 상세 설명을 보강함.,high,verified
MAD-028,캠페인 구조,광고 기본,최종 URL,Final URL,,광고 클릭 시 실제로 이동하는 랜딩 페이지 주소.,"광고 클릭 시 실제로 이동하는 랜딩 페이지 주소. 실무에서는 캠페인 구조 맥락에서 목표 설정, 집행, 측정, 최적화, 개인정보 보호 요구를 함께 고려한다.",광고의 final URL을 제품 상세 페이지로 설정.,랜딩 페이지;추적 템플릿;UTM,Google Ads Help - Google Ads Definition,https://support.google.com/google-ads/answer/6319,IAB - Glossary of Terminology,https://www.iab.com/insights/glossary-of-terminology/,"공식 광고 플랫폼 문서, 측정 문서, IAB/프로그래매틱 표준 문서의 사용 맥락을 대조했고, 카드 표시용으로 한국어 설명을 압축함.",high,verified
MAD-029,캠페인 구조,광고 기본,광고 확장,Ad Asset,,광고에 추가 정보나 링크를 붙여 성과를 높이는 구성요소.,"광고에 추가 정보나 링크를 붙여 성과를 높이는 구성요소. 실무에서는 캠페인 구조 맥락에서 목표 설정, 집행, 측정, 최적화, 개인정보 보호 요구를 함께 고려한다.","사이트링크, 전화번호, 가격 정보를 광고에 추가.",광고 순위;사이트링크;CTR,Google Ads Help - About Ad Rank,https://support.google.com/google-ads/answer/1722122,Google Ads Help - Google Ads Definition,https://support.google.com/google-ads/answer/6319,"공식 광고 플랫폼 문서, 측정 문서, IAB/프로그래매틱 표준 문서의 사용 맥락을 대조했고, 카드 표시용으로 한국어 설명을 압축함.",high,verified
MAD-030,캠페인 구조,광고 기본,평균 일일 예산,Average Daily Budget,,하루 평균으로 캠페인에 지출하려는 금액.,"하루 평균으로 캠페인에 지출하려는 금액. 실무에서는 캠페인 구조 맥락에서 목표 설정, 집행, 측정, 최적화, 개인정보 보호 요구를 함께 고려한다.",하루 평균 5만원으로 검색 캠페인 운영.,예산;예산 소진;페이싱,Google Ads Help - Google Ads Definition,https://support.google.com/google-ads/answer/6319,Google Ads Help - About Ad Rank,https://support.google.com/google-ads/answer/1722122,"공식 광고 플랫폼 문서, 측정 문서, IAB/프로그래매틱 표준 문서의 사용 맥락을 대조했고, 카드 표시용으로 한국어 설명을 압축함.",high,verified
MAD-031,캠페인 구조,광고 기본,입찰가,Bid,,광고 노출이나 클릭을 위해 지불할 의향이 있는 최대 금액.,"광고 노출이나 클릭을 위해 지불할 의향이 있는 최대 금액. 실무에서는 캠페인 구조 맥락에서 목표 설정, 집행, 측정, 최적화, 개인정보 보호 요구를 함께 고려한다.","클릭당 최대 1,000원으로 입찰.",CPC;광고 경매;광고 순위,Google Ads Help - About Ad Rank,https://support.google.com/google-ads/answer/1722122,OpenRTB Specification,https://openrtb.github.io/OpenRTB/,"공식 광고 플랫폼 문서, 측정 문서, IAB/프로그래매틱 표준 문서의 사용 맥락을 대조했고, 카드 표시용으로 한국어 설명을 압축함.",high,verified
MAD-032,캠페인 구조,광고 기본,입찰 전략,Bid Strategy,,목표에 맞춰 입찰가를 정하고 조정하는 방식.,"목표에 맞춰 입찰가를 정하고 조정하는 방식. 실무에서는 캠페인 구조 맥락에서 목표 설정, 집행, 측정, 최적화, 개인정보 보호 요구를 함께 고려한다.",전환수 최대화 전략으로 캠페인을 운영.,자동 입찰;목표 CPA;목표 ROAS,Google Ads Help - Google Ads Definition,https://support.google.com/google-ads/answer/6319,Google Ads Help - About Ad Rank,https://support.google.com/google-ads/answer/1722122,"공식 광고 플랫폼 문서, 측정 문서, IAB/프로그래매틱 표준 문서의 사용 맥락을 대조했고, 카드 표시용으로 한국어 설명을 압축함.",high,verified
MAD-033,캠페인 구조,광고 기술,자동 입찰,Automated Bidding,,시스템이 목표와 신호를 바탕으로 입찰을 자동 조정하는 방식.,"시스템이 목표와 신호를 바탕으로 입찰을 자동 조정하는 방식. 실무에서는 캠페인 구조 맥락에서 목표 설정, 집행, 측정, 최적화, 개인정보 보호 요구를 함께 고려한다.",각 검색마다 전환 가능성에 따라 입찰가를 조정.,입찰 전략;스마트 입찰;전환,Google Ads Help - Google Ads Definition,https://support.google.com/google-ads/answer/6319,Google Ads Help - About Ad Rank,https://support.google.com/google-ads/answer/1722122,"공식 광고 플랫폼 문서, 측정 문서, IAB/프로그래매틱 표준 문서의 사용 맥락을 대조했고, 카드 표시용으로 한국어 설명을 압축함.",high,verified
MAD-034,캠페인 구조,광고 기술,스마트 입찰,Smart Bidding,,머신러닝으로 전환이나 전환가치를 최적화하는 자동 입찰 방식.,"머신러닝으로 전환이나 전환가치를 최적화하는 자동 입찰 방식. 실무에서는 캠페인 구조 맥락에서 목표 설정, 집행, 측정, 최적화, 개인정보 보호 요구를 함께 고려한다.",목표 ROAS 기준으로 쇼핑 광고 입찰을 자동화.,목표 CPA;목표 ROAS;자동 입찰,Google Ads Help - Google Ads Definition,https://support.google.com/google-ads/answer/6319,Google Ads Help - About Ad Rank,https://support.google.com/google-ads/answer/1722122,"공식 광고 플랫폼 문서, 측정 문서, IAB/프로그래매틱 표준 문서의 사용 맥락을 대조했고, 카드 표시용으로 한국어 설명을 압축함.",high,verified
MAD-035,캠페인 구조,광고 기본,광고 경매,Ad Auction,,광고가 표시될 때마다 자격과 순위를 결정하는 경쟁 과정.,"광고가 표시될 때마다 자격과 순위를 결정하는 경쟁 과정. 실무에서는 캠페인 구조 맥락에서 목표 설정, 집행, 측정, 최적화, 개인정보 보호 요구를 함께 고려한다.",검색어가 입력될 때 광고 순위를 다시 계산.,광고 순위;입찰가;품질,Google Ads Help - About Ad Rank,https://support.google.com/google-ads/answer/1722122,OpenRTB Specification,https://openrtb.github.io/OpenRTB/,"공식 광고 플랫폼 문서, 측정 문서, IAB/프로그래매틱 표준 문서의 사용 맥락을 대조했고, 카드 표시용으로 한국어 설명을 압축함.",high,verified
MAD-036,캠페인 구조,광고 기본,광고 순위,Ad Rank,,광고 노출 자격과 위치를 결정하는 Google Ads의 값.,"광고 노출 자격과 위치를 결정하는 Google Ads의 값. 실무에서는 캠페인 구조 맥락에서 목표 설정, 집행, 측정, 최적화, 개인정보 보호 요구를 함께 고려한다.","입찰가, 품질, 검색 맥락, 광고 자산 영향이 반영됨.",품질평가점수;광고 경매;CPC,Google Ads Help - About Ad Rank,https://support.google.com/google-ads/answer/1722122,Google Ads Help - Google Ads Definition,https://support.google.com/google-ads/answer/6319,"공식 광고 플랫폼 문서, 측정 문서, IAB/프로그래매틱 표준 문서의 사용 맥락을 대조했고, 카드 표시용으로 한국어 설명을 압축함.",high,verified
MAD-037,캠페인 구조,광고 지표,품질평가점수,Quality Score,,"광고, 키워드, 랜딩 페이지 품질을 요약한 Google Ads 진단 지표.","광고, 키워드, 랜딩 페이지 품질을 요약한 Google Ads 진단 지표. 실무에서는 캠페인 구조 맥락에서 목표 설정, 집행, 측정, 최적화, 개인정보 보호 요구를 함께 고려한다.",예상 CTR과 광고 관련성을 개선해 점수를 높임.,광고 순위;광고 관련성;랜딩 페이지 경험,Google Ads Help - About Ad Rank,https://support.google.com/google-ads/answer/1722122,Google Ads Help - Google Ads Definition,https://support.google.com/google-ads/answer/6319,"공식 광고 플랫폼 문서, 측정 문서, IAB/프로그래매틱 표준 문서의 사용 맥락을 대조했고, 카드 표시용으로 한국어 설명을 압축함.",high,verified
