id,category,badge_label,korean_term,english_term,acronym,short_definition,detailed_definition,example,related_terms,source_1_name,source_1_url,source_2_name,source_2_url,verification_note,confidence,audit_status
AI-033,데이터,AI 기술,특성 공학,Feature Engineering,,원본 데이터에서 예측에 유용한 특성을 설계하는 작업.,도메인 지식과 통계 처리를 이용해 모델이 더 쉽게 학습할 수 있는 입력 표현을 만든다.,"구매일로부터 경과일, 최근 30일 구매액을 생성.",특성;정규화;데이터 전처리,AWS - What is Machine Learning?,https://aws.amazon.com/what-is/machine-learning/,Google Machine Learning Glossary,https://developers.google.com/machine-learning/glossary,"두 출처의 정의 범위와 사용 맥락을 대조했고, 카드 표시용으로 한국어 설명을 압축함.",high,verified
AI-034,데이터,AI 기술,정규화,Normalization,,서로 다른 규모의 값을 비슷한 범위로 맞추는 전처리.,큰 스케일의 특성이 학습을 지배하지 않도록 값의 범위나 분포를 조정한다.,키와 소득 값을 0~1 범위로 변환.,표준화;특성;경사하강법,AWS - What is Machine Learning?,https://aws.amazon.com/what-is/machine-learning/,Google Machine Learning Glossary,https://developers.google.com/machine-learning/glossary,"두 출처의 정의 범위와 사용 맥락을 대조했고, 카드 표시용으로 한국어 설명을 압축함.",high,verified
AI-035,데이터,AI 기술,원-핫 인코딩,One-hot Encoding,,범주형 값을 0과 1의 벡터로 바꾸는 표현 방식.,각 범주를 별도 차원으로 두고 해당 범주 위치만 1로 표시해 모델 입력으로 사용한다.,"색상=빨강을 [1,0,0]으로 표현.",범주형 특성;토큰화;임베딩,Google Machine Learning Glossary,https://developers.google.com/machine-learning/glossary,AWS - What is Machine Learning?,https://aws.amazon.com/what-is/machine-learning/,"두 출처의 정의 범위와 사용 맥락을 대조했고, 카드 표시용으로 한국어 설명을 압축함.",high,verified
AI-036,데이터,AI 기술,데이터 증강,Data Augmentation,,기존 데이터를 변형해 학습 예제를 늘리는 방법.,"이미지 회전, 문장 치환, 잡음 추가 등으로 모델의 일반화와 견고성을 높인다.",사진을 좌우 반전해 추가 훈련 샘플 생성.,합성 데이터;일반화;과적합,Google Machine Learning Glossary,https://developers.google.com/machine-learning/glossary,Microsoft Learn - Deep learning vs. machine learning,https://learn.microsoft.com/en-us/azure/machine-learning/concept-deep-learning-vs-machine-learning?view=azureml-api-2,"두 출처의 정의 범위와 사용 맥락을 대조했고, 카드 표시용으로 한국어 설명을 압축함.",high,verified
AI-037,데이터,AI 기술,합성 데이터,Synthetic Data,,실제 관측이 아니라 모델이나 규칙으로 생성한 데이터.,"개인정보 보호, 희소 사례 보강, 시뮬레이션 테스트를 위해 인공적으로 만든 데이터다.",자율주행 시뮬레이터로 사고 상황 이미지 생성.,데이터 증강;개인정보보호;생성형 AI,NIST AI Risk Management Framework,https://www.nist.gov/itl/ai-risk-management-framework,Microsoft Learn - Deep learning vs. machine learning,https://learn.microsoft.com/en-us/azure/machine-learning/concept-deep-learning-vs-machine-learning?view=azureml-api-2,"두 출처의 정의 범위와 사용 맥락을 대조했고, 카드 표시용으로 한국어 설명을 압축함.",high,verified
AI-038,데이터,AI 리스크,데이터 누수,Data Leakage,,평가나 운영 시점에 알 수 없는 정보가 학습에 섞이는 문제.,훈련 데이터에 미래 정보나 테스트 데이터의 단서가 들어가 실제보다 성능이 과대평가된다.,해지 예측 모델에 해지 처리일 컬럼이 포함됨.,데이터 분할;일반화;검증 데이터,Google Machine Learning Glossary,https://developers.google.com/machine-learning/glossary,AWS - What is Machine Learning?,https://aws.amazon.com/what-is/machine-learning/,"두 출처의 정의 범위와 사용 맥락을 대조했고, 카드 표시용으로 한국어 설명을 압축함.",high,verified
AI-039,모델 학습,AI 기술,편향,Bias,,모델이나 데이터가 특정 방향으로 체계적으로 치우치는 현상.,"통계적 오차, 데이터 대표성 부족, 사회적 편향이 예측 결과와 영향에 반영될 수 있다.",특정 집단에 대해 대출 승인율이 낮게 예측됨.,공정성;분산;AI 거버넌스,Google Machine Learning Glossary,https://developers.google.com/machine-learning/glossary,NIST AI Risk Management Framework,https://www.nist.gov/itl/ai-risk-management-framework,"두 출처의 정의 범위와 사용 맥락을 대조했고, 카드 표시용으로 한국어 설명을 압축함.",high,verified
AI-040,모델 학습,AI 기술,분산,Variance,,데이터 변화에 따라 모델 예측이 크게 흔들리는 정도.,모델이 훈련 데이터의 세부 잡음에 민감하면 분산이 높고 과적합 위험이 커진다.,훈련 샘플을 조금 바꾸면 성능이 크게 달라짐.,편향;과적합;일반화,Google Machine Learning Glossary,https://developers.google.com/machine-learning/glossary,AWS - What is Machine Learning?,https://aws.amazon.com/what-is/machine-learning/,"두 출처의 정의 범위와 사용 맥락을 대조했고, 카드 표시용으로 한국어 설명을 압축함.",high,verified
AI-041,모델 학습,AI 리스크,과적합,Overfitting,,훈련 데이터에는 잘 맞지만 새 데이터에는 약한 상태.,모델이 실제 패턴보다 훈련 데이터의 잡음과 우연한 특징까지 학습한 경우다.,훈련 정확도는 99%인데 테스트 정확도는 70%.,일반화;정규화;검증 데이터,Google Machine Learning Glossary,https://developers.google.com/machine-learning/glossary,AWS - What is Machine Learning?,https://aws.amazon.com/what-is/machine-learning/,"두 출처의 정의 범위와 사용 맥락을 대조했고, 카드 표시용으로 한국어 설명을 압축함.",high,verified
AI-042,모델 학습,AI 리스크,과소적합,Underfitting,,모델이 데이터의 핵심 패턴을 충분히 배우지 못한 상태.,모델 표현력이 부족하거나 학습이 덜 되어 훈련과 테스트 모두 성능이 낮다.,선형 모델로 복잡한 이미지 분류를 시도.,과적합;모델 용량;손실 함수,Google Machine Learning Glossary,https://developers.google.com/machine-learning/glossary,AWS - What is Machine Learning?,https://aws.amazon.com/what-is/machine-learning/,"두 출처의 정의 범위와 사용 맥락을 대조했고, 카드 표시용으로 한국어 설명을 압축함.",high,verified
AI-043,모델 학습,AI 기술,일반화,Generalization,,학습하지 않은 새 데이터에서도 성능을 유지하는 능력.,훈련 데이터의 특수한 우연이 아니라 문제의 본질적 패턴을 학습했는지를 나타낸다.,새 지역 고객 데이터에서도 이탈 예측이 안정적으로 작동.,테스트 데이터;과적합;검증,Google Machine Learning Glossary,https://developers.google.com/machine-learning/glossary,AWS - What is Machine Learning?,https://aws.amazon.com/what-is/machine-learning/,"두 출처의 정의 범위와 사용 맥락을 대조했고, 카드 표시용으로 한국어 설명을 압축함.",high,verified
AI-044,모델 학습,AI 기술,정규화 기법,Regularization,,과적합을 줄이기 위해 모델 복잡도나 가중치를 제약하는 방법.,손실 함수에 패널티를 추가하거나 드롭아웃처럼 학습 경로를 제한해 일반화를 돕는다.,L2 패널티로 큰 가중치 억제.,과적합;손실 함수;드롭아웃,Google Machine Learning Glossary,https://developers.google.com/machine-learning/glossary,AWS - What is Machine Learning?,https://aws.amazon.com/what-is/machine-learning/,"두 출처의 정의 범위와 사용 맥락을 대조했고, 카드 표시용으로 한국어 설명을 압축함.",high,verified
AI-045,모델 학습,AI 기술,하이퍼파라미터,Hyperparameter,,학습 전에 사람이 정하는 모델과 학습 과정의 설정값.,"모델이 데이터로 직접 학습하는 파라미터와 달리 학습률, 배치 크기, 트리 깊이처럼 외부에서 조정한다.","학습률 0.001, 배치 크기 32.",파라미터;검증 데이터;튜닝,Google Machine Learning Glossary,https://developers.google.com/machine-learning/glossary,AWS - What is Machine Learning?,https://aws.amazon.com/what-is/machine-learning/,"두 출처의 정의 범위와 사용 맥락을 대조했고, 카드 표시용으로 한국어 설명을 압축함.",high,verified
AI-046,모델 학습,AI 기본,파라미터,Parameter,,모델이 학습 과정에서 데이터로부터 조정하는 내부 값.,신경망의 가중치와 편향처럼 예측 함수를 구성하며 손실을 줄이도록 업데이트된다.,뉴런 연결 가중치가 학습 중 변경됨.,하이퍼파라미터;가중치;경사하강법,Google Machine Learning Glossary,https://developers.google.com/machine-learning/glossary,AWS - What is Machine Learning?,https://aws.amazon.com/what-is/machine-learning/,"두 출처의 정의 범위와 사용 맥락을 대조했고, 카드 표시용으로 한국어 설명을 압축함.",high,verified
AI-047,모델 학습,AI 기술,손실 함수,Loss Function,,모델 예측과 정답의 차이를 수치화하는 함수.,학습 알고리즘은 이 값을 줄이는 방향으로 파라미터를 업데이트한다.,분류에서 크로스엔트로피 손실 사용.,목적 함수;최적화;경사하강법,Google Machine Learning Glossary,https://developers.google.com/machine-learning/glossary,AWS - What is Machine Learning?,https://aws.amazon.com/what-is/machine-learning/,"두 출처의 정의 범위와 사용 맥락을 대조했고, 카드 표시용으로 한국어 설명을 압축함.",high,verified
